Timestamp,Longitude,Latitude,Operatorname,Operator,Cellname,Node,CellID,LAC,NetworkTech,Level,Qual,SNR,CQI,LTERSSI,ARFCN,PSC,Altitude,Distance,TA,BAND,SourceFile
2025.07.18_22.11.57,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-87.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.11.57,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-87.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.11.58,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-87.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.11.59,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-91,-11.0,0.0,,-83.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.12.00,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-91,-11.0,0.0,,-83.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.12.01,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-88,-8.0,0.0,,-81.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.12.02,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-88,-8.0,0.0,,-85.0,1850,132,59,-1.0,6.0,L3,,Yas_log.txt
2025.07.18_22.12.03,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-85.0,1850,132,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.04,-17.436165,14.665338,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-81.0,1850,132,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.04,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-96,-12.0,0.0,,-81.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.05,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-98,-15.0,0.0,,-81.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.06,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-98,-15.0,0.0,,-81.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.07,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-95,-9.0,0.0,,-85.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.07,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-95,-9.0,0.0,,-85.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.07,-17.436075,14.665363,Yas,60802,1032,1,701,4G,-95,-9.0,0.0,,-85.0,1850,132,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.09,-17.436075,14.665363,Yas,60802,0,0,2G,-113,,,,,0.0,0,58,-1,,,,,Yas_log.txt
2025.07.18_22.12.12,-17.436075,14.665363,Yas,60802,1059,1,701,4G,-95,-11.0,0.0,,-85.0,1850,459,58,-1.0,,,,Yas_log.txt
2025.07.18_22.12.16,-17.435973,14.665365,Yas,60802,1059,1,701,4G,-93,-12.0,0.0,,-85.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.21,-17.435973,14.665365,Yas,60802,1059,1,701,4G,-90,-13.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.30,-17.435885,14.665333,Yas,60802,1059,1,701,4G,-91,-9.0,0.0,,-83.0,1850,459,62,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.31,-17.435885,14.665333,Yas,60802,1059,1,701,4G,-91,-9.0,0.0,,-83.0,1850,459,62,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.12.39,-17.435885,14.665333,Yas,60802,1059,1,701,4G,-92,-10.0,0.0,,-87.0,1850,459,62,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.12.41,-17.435885,14.665333,Yas,60802,4,8961,701,3G,-113,,,,,1850,459,62,-1.0,5.0,,,Yas_log.txt
2025.07.18_22.12.41,-17.435885,14.665333,Yas,60802,4,8961,701,3G,-113,,,,,1850,459,62,-1.0,5.0,,,Yas_log.txt
2025.07.18_22.12.44,-17.43579,14.66529,Yas,60802,4,8961,701,3G,-113,,,,,1850,459,65,-1.0,5.0,,,Yas_log.txt
2025.07.18_22.12.47,-17.43579,14.66529,Yas,60802,5,10593,43,3G,-75,-5.0,,,,3060,429,65,-1.0,,,,Yas_log.txt
2025.07.18_22.12.47,-17.43579,14.66529,Yas,60802,5,10593,43,3G,-75,-5.0,,,,3060,429,65,-1.0,,,,Yas_log.txt
2025.07.18_22.12.56,-17.43579,14.66529,Yas,60802,5,10593,43,3G,-75,-5.0,,,,3060,429,65,-1.0,,,,Yas_log.txt
2025.07.18_22.12.57,-17.435715,14.665237,Yas,60802,5,10593,43,3G,-69,-3.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.06,-17.435715,14.665237,Yas,60802,5,10593,43,3G,-79,-6.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.16,-17.435715,14.665237,Yas,60802,5,10593,43,3G,-71,-5.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.24,-17.435715,14.665237,Yas,60802,5,10593,43,3G,-75,-5.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.26,-17.435715,14.665237,Yas,60802,5,10593,43,3G,-75,-5.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.29,-17.435623,14.665257,Yas,60802,5,10593,43,3G,-73,-5.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.36,-17.435623,14.665257,Yas,60802,5,10593,43,3G,-79,-4.0,,,,3060,429,60,-1.0,,,,Yas_log.txt
2025.07.18_22.13.42,-17.435542,14.665195,Yas,60802,5,10593,43,3G,-81,-9.0,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.13.46,-17.435542,14.665195,Yas,60802,5,10593,43,3G,-81,-9.0,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.13.49,-17.435542,14.665195,Yas,60802,5,10593,43,3G,-81,-7.0,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.13.51,-17.435542,14.665195,Yas,60802,0,0,0,2G,-113,,,,,0,0,59,-1.0,,,,Yas_log.txt
2025.07.18_22.13.54,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-83,-8.0,0.0,,-79.0,1850,459,59,-1.0,,,,Yas_log.txt
2025.07.18_22.13.57,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-88,-12.0,0.0,,-75.0,1850,459,59,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.13.57,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-88,-12.0,0.0,,-75.0,1850,459,59,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.13.58,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-84,-9.0,0.0,,-79.0,1850,459,59,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.13.59,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-84,-9.0,0.0,,-79.0,1850,459,59,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.00,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-84,-9.0,0.0,,-79.0,1850,459,59,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.00,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-89,-9.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.01,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-89,-9.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.02,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-89,-9.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.02,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-86,-8.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.03,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-86,-8.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.04,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-88,-10.0,0.0,,-75.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.05,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-88,-10.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.06,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-87,-12.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.07,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-87,-12.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.08,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-84,-7.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.09,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-84,-7.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.10,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-87,-8.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.11,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-87,-8.0,0.0,,-79.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.12,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-87,-8.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.12,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-83,-9.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.13,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-83,-9.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.14,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-86,-10.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.15,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-86,-10.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.15,-17.435542,14.665195,Yas,60802,1059,1,701,4G,-86,-10.0,0.0,,-77.0,1850,459,59,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.15,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-86,-10.0,0.0,,-77.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.16,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-82,-9.0,0.0,,-77.0,1850,459,58,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.17,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-82,-9.0,0.0,,-77.0,1850,459,58,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.18,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-84,-10.0,0.0,,-77.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.19,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-84,-10.0,0.0,,-75.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.20,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-86,-11.0,0.0,,-75.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.21,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-86,-11.0,0.0,,-75.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.22,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-88,-9.0,0.0,,-79.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.23,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-88,-9.0,0.0,,-79.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.24,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-88,-10.0,0.0,,-79.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.25,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-88,-10.0,0.0,,-77.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.25,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-88,-10.0,0.0,,-77.0,1850,459,58,-1.0,5.0,L3,,Yas_log.txt
2025.07.18_22.14.33,-17.435423,14.665225,Yas,60802,1059,1,701,4G,-80,-10.0,0.0,,-71.0,1850,459,58,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.42,-17.43533,14.665207,Yas,60802,1059,1,701,4G,-85,-8.0,0.0,,-79.0,1850,459,57,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.43,-17.43533,14.665207,Yas,60802,1059,1,701,4G,-86,-8.0,0.0,,-79.0,1850,459,57,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.53,-17.43533,14.665207,Yas,60802,1059,1,701,4G,-83,-10.0,0.0,,-77.0,1850,459,57,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.57,-17.43533,14.665207,Yas,60802,1059,1,701,4G,-81,-9.0,0.0,,-73.0,1850,459,57,-1.0,4.0,L3,,Yas_log.txt
2025.07.18_22.14.58,-17.43533,14.665207,Yas,60802,4,8961,701,3G,-113,-7.0,,,,1850,459,57,-1.0,4.0,,,Yas_log.txt
2025.07.18_22.14.59,-17.43533,14.665207,Yas,60802,0,0,0,3G,-113,-7.0,,,,0,0,57,-1.0,,,,Yas_log.txt
2025.07.18_22.14.59,-17.43533,14.665207,Yas,60802,0,0,0,3G,-113,-7.0,,,,0,0,57,-1.0,,,,Yas_log.txt
2025.07.18_22.15.00,-17.43533,14.665207,Yas,60802,0,0,2G,-113,,,,,0.0,0,57,-1,0.0,,,,Yas_log.txt
2025.07.18_22.15.01,-17.43523,14.665197,Yas,60802,0,0,2G,-113,,,,,0.0,0,59,-1,0.0,,,,Yas_log.txt
2025.07.18_22.15.03,-17.43523,14.665197,Yas,60802,5,10593,43,2G,-73,,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.15.04,-17.43523,14.665197,Yas,60802,5,10593,43,3G,-73,-4.0,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.15.12,-17.43523,14.665197,Yas,60802,5,10593,43,3G,-77,-7.0,,,,3060,429,59,-1.0,,,,Yas_log.txt
2025.07.18_22.15.15,-17.435148,14.665142,Yas,60802,5,10593,43,3G,-77,-7.0,,,,3060,429,56,-1.0,,,,Yas_log.txt
2025.07.18_22.15.22,-17.435148,14.665142,Yas,60802,5,10593,43,3G,-91,-13.0,,,,3060,429,56,-1.0,,,,Yas_log.txt
2025.07.18_22.15.23,-17.435057,14.6651,Yas,60802,5,10593,43,3G,-81,-6.0,,,,3060,429,54,-1.0,,,,Yas_log.txt
2025.07.18_22.15.32,-17.434987,14.66504,Yas,60802,5,10593,43,3G,-87,-10.0,,,,3060,429,53,-1.0,,,,Yas_log.txt
2025.07.18_22.15.32,-17.434987,14.66504,Yas,60802,5,10593,43,3G,-87,-10.0,,,,3060,429,53,-1.0,,,,Yas_log.txt
2025.07.18_22.15.42,-17.434987,14.66504,Yas,60802,5,10593,43,3G,-83,-10.0,,,,3060,429,53,-1.0,,,,Yas_log.txt
2025.07.18_22.15.42,-17.434987,14.66504,Yas,60802,5,10593,43,3G,-83,-10.0,,,,3060,429,53,-1.0,,,,Yas_log.txt
2025.07.18_22.15.44,-17.4349,14.665003,Yas,60802,5,10593,43,3G,-71,-9.0,,,,3060,429,51,-1.0,,,,Yas_log.txt
2025.07.18_22.15.52,-17.4349,14.665003,Yas,60802,5,10593,43,3G,-77,-10.0,,,,3060,429,51,-1.0,,,,Yas_log.txt
2025.07.18_22.15.56,-17.4349,14.665003,Yas,60802,5,10593,43,3G,-65,-5.0,,,,3060,429,51,-1.0,,,,Yas_log.txt
2025.07.18_22.15.57,-17.4349,14.665003,Yas,60802,1059,11,701,4G,-58,-13.0,0.0,,,6400,104,51,-1.0,,,,Yas_log.txt
2025.07.18_22.16.00,-17.434847,14.664922,Yas,60802,1059,11,701,4G,-58,-12.0,0.0,,-65.0,6400,104,49,-1.0,,,,Yas_log.txt
2025.07.18_22.16.01,-17.434847,14.664922,Yas,60802,0,0,2G,-113,,,,,0.0,0,49,-1,,,,,Yas_log.txt
2025.07.18_22.16.03,-17.434847,14.664922,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-65.0,1850,459,49,-1.0,,,,Yas_log.txt
2025.07.18_22.16.09,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-67.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.12,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-73,-10.0,0.0,,-63.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.15,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-76,-8.0,0.0,,-63.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.15,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-76,-9.0,0.0,,-63.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.16,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-76,-9.0,0.0,,-71.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.17,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-76,-9.0,0.0,,-71.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.18,-17.434813,14.664833,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-71.0,1850,459,51,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.18,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-71.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.19,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-71.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.19,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-74,-8.0,0.0,,-67.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.20,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-77,-9.0,0.0,,-67.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.21,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-77,-9.0,0.0,,-67.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.21,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-77,-9.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.22,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-77,-9.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.24,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-76,-8.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.25,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-76,-8.0,0.0,,-71.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.25,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-83,-10.0,0.0,,-71.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.27,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-83,-10.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.27,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-80,-10.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.28,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-80,-10.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.29,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-80,-10.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.30,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-79,-9.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.31,-17.434785,14.664745,Yas,60802,1059,1,701,4G,-79,-9.0,0.0,,-69.0,1850,459,58,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.31,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-79,-9.0,0.0,,-69.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.32,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-80,-9.0,0.0,,-69.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.32,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-80,-9.0,0.0,,-69.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.33,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-80,-9.0,0.0,,-69.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.34,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-83,-12.0,0.0,,-73.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.35,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-83,-12.0,0.0,,-73.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.36,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-85,-11.0,0.0,,-73.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.37,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-85,-11.0,0.0,,-75.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.38,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-84,-13.0,0.0,,-73.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
2025.07.18_22.16.39,-17.43484,14.66467,Yas,60802,1059,1,701,4G,-84,-13.0,0.0,,-73.0,1850,459,66,-1.0,3.0,L3,,Yas_log.txt
