Timestamp,Longitude,Latitude,Operatorname,Operator,Cellname,Node,CellID,LAC,NetworkTech,Level,Qual,SNR,CQI,LTERSSI,ARFCN,PSC,Altitude,Distance,TA,BAND,SourceFile
2025.07.18_22.12.04,-17.436128,14.665348,Orange,60801,21,2,7000,4G,-81,-13.0,0.0,8.0,-69.0,1464,265,64,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.12.05,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-89,-14.0,0.0,11.0,-75.0,2850,325,64,-1,,,,Orange_log.txt
2025.07.18_22.12.06,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-89,-14.0,0.0,11.0,-75.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.07,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-90,-13.0,0.0,12.0,-77.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.08,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-90,-13.0,0.0,12.0,-77.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.09,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-93,-13.0,0.0,10.0,-81.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.09,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-93,-13.0,0.0,10.0,-81.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.09,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-93,-13.0,0.0,10.0,-81.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.14,-17.436128,14.665348,Orange,60801,21,11,7000,4G,-92,-12.0,0.0,9.0,-81.0,2850,325,64,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.19,-17.436037,14.665365,Orange,60801,21,11,7000,4G,-91,-12.0,0.0,9.0,-79.0,2850,325,71,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.24,-17.436037,14.665365,Orange,60801,21,11,7000,4G,-340,,0.0,,-113.0,2850,325,71,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.34,-17.435952,14.665327,Orange,60801,21,11,7000,4G,-91,-12.0,0.0,,-79.0,2850,325,77,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.34,-17.435952,14.665327,Orange,60801,21,11,7000,4G,-92,-11.0,0.0,,-81.0,2850,325,77,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.41,-17.435952,14.665327,Orange,60801,21,11,7000,4G,-93,-13.0,0.0,,-81.0,2850,325,77,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.44,-17.435952,14.665327,Orange,60801,21,11,7000,4G,-200,,,,-113.0,2850,325,77,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.46,-17.435857,14.665325,Orange,60801,21,11,7000,4G,-200,,,,-113.0,2850,325,78,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.12.48,-17.435857,14.665325,Orange,60801,8,18892,9000,3G,-24,,,,,3019,398,78,-1,,,,Orange_log.txt
2025.07.18_22.12.48,-17.435857,14.665325,Orange,60801,8,18892,9000,3G,-24,,,,,3019,398,78,-1,,,,Orange_log.txt
2025.07.18_22.12.57,-17.435857,14.665325,Orange,60801,8,18892,9000,3G,-24,,,,,3019,398,78,-1,,,,Orange_log.txt
2025.07.18_22.12.58,-17.435768,14.66529,Orange,60801,8,18892,9000,3G,-24,,,,,3019,398,78,-1,,,,Orange_log.txt
2025.07.18_22.12.59,-17.435768,14.66529,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,78,-1,,,,Orange_log.txt
2025.07.18_22.13.08,-17.435768,14.66529,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,78,-1,,,,Orange_log.txt
2025.07.18_22.13.18,-17.435768,14.66529,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,78,-1,,,,Orange_log.txt
2025.07.18_22.13.26,-17.435768,14.66529,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,78,-1,,,,Orange_log.txt
2025.07.18_22.13.27,-17.435695,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,70,-1,,,,Orange_log.txt
2025.07.18_22.13.28,-17.435695,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,70,-1,,,,Orange_log.txt
2025.07.18_22.13.38,-17.435695,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,70,-1,,,,Orange_log.txt
2025.07.18_22.13.40,-17.435605,14.665198,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,70,-1,,,,Orange_log.txt
2025.07.18_22.13.49,-17.435605,14.665198,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,70,-1,,,,Orange_log.txt
2025.07.18_22.13.53,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.13.59,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.13.59,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.00,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.01,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.02,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.03,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.04,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.04,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.05,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.06,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.06,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.07,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.08,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.09,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.10,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.11,-17.435508,14.665233,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,68,-1,,,,Orange_log.txt
2025.07.18_22.14.12,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.12,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.13,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.14,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.15,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.16,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.16,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.16,-17.435423,14.66527,Orange,60801,8,36582,9000,3G,-24,,,,,10612,398,67,-1,,,,Orange_log.txt
2025.07.18_22.14.17,-17.435423,14.66527,Orange,60801,281,4,7000,4G,-164,,0.0,,-113.0,1464,174,67,-1,,,,Orange_log.txt
2025.07.18_22.14.18,-17.435423,14.66527,Orange,60801,281,4,7000,4G,-164,,0.0,,-113.0,1464,174,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.19,-17.435423,14.66527,Orange,60801,281,4,7000,4G,-164,,0.0,,-113.0,1464,174,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.19,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-164,,0.0,,-113.0,1311,142,67,-1,,,,Orange_log.txt
2025.07.18_22.14.20,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-164,,0.0,,-113.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.21,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-164,,0.0,,-113.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.22,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-85,-11.0,0.0,13.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.23,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-85,-11.0,0.0,13.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.24,-17.435423,14.66527,Orange,60801,23,5,7000,4G,-68,-11.0,0.0,11.0,-57.0,6300,312,67,-1,,,,Orange_log.txt
2025.07.18_22.14.25,-17.435423,14.66527,Orange,60801,23,5,7000,4G,-68,-11.0,0.0,11.0,-57.0,6300,312,67,-1,0.0,L20,,Orange_log.txt
2025.07.18_22.14.26,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-164,,0.0,,-113.0,1311,142,67,-1,,,,Orange_log.txt
2025.07.18_22.14.27,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-164,,0.0,,-113.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.28,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-86,-11.0,0.0,14.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.29,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-86,-11.0,0.0,14.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.29,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-86,-11.0,0.0,14.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.35,-17.435423,14.66527,Orange,60801,21,25,7000,4G,-86,-11.0,0.0,11.0,-75.0,1311,142,67,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.14.36,-17.435423,14.66527,Orange,60801,281,0,7000,4G,-73,-10.0,0.0,8.0,-63.0,6300,465,67,-1,,,,Orange_log.txt
2025.07.18_22.14.42,-17.435423,14.66527,Orange,60801,281,13,7000,4G,-85,-9.0,0.0,,-75.0,2850,397,67,-1,,,,Orange_log.txt
2025.07.18_22.14.43,-17.435325,14.66527,Orange,60801,281,13,7000,4G,-85,-9.0,0.0,,-75.0,2850,397,68,-1,,,,Orange_log.txt
2025.07.18_22.14.51,-17.435325,14.66527,Orange,60801,281,13,7000,4G,-90,-12.0,0.0,10.0,-79.0,2850,397,68,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.15.01,-17.435325,14.66527,Orange,60801,281,13,7000,4G,-88,-11.0,0.0,6.0,-77.0,2850,397,68,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.15.01,-17.435325,14.66527,Orange,60801,281,13,7000,4G,-88,-11.0,0.0,6.0,-77.0,2850,397,68,-1,0.0,L7,,Orange_log.txt
2025.07.18_22.15.07,-17.435325,14.66527,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,68,-1,,,,Orange_log.txt
2025.07.18_22.15.07,-17.435325,14.66527,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,68,-1,,,,Orange_log.txt
2025.07.18_22.15.08,-17.435243,14.665223,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,74,-1,,,,Orange_log.txt
2025.07.18_22.15.16,-17.435243,14.665223,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,74,-1,,,,Orange_log.txt
2025.07.18_22.15.17,-17.435243,14.665223,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,74,-1,,,,Orange_log.txt
2025.07.18_22.15.19,-17.43518,14.665152,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,76,-1,,,,Orange_log.txt
2025.07.18_22.15.26,-17.43518,14.665152,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,76,-1,,,,Orange_log.txt
2025.07.18_22.15.28,-17.43511,14.665085,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,76,-1,,,,Orange_log.txt
2025.07.18_22.15.36,-17.43511,14.665085,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,76,-1,,,,Orange_log.txt
2025.07.18_22.15.41,-17.435028,14.665037,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,89,-1,,,,Orange_log.txt
2025.07.18_22.15.46,-17.435028,14.665037,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,89,-1,,,,Orange_log.txt
2025.07.18_22.15.46,-17.435028,14.665037,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,89,-1,,,,Orange_log.txt
2025.07.18_22.15.51,-17.434943,14.664988,Orange,60801,8,322,9000,3G,-24,,,,,10712,398,86,-1,,,,Orange_log.txt
2025.07.18_22.15.51,-17.434943,14.664988,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,86,-1,,,,Orange_log.txt
2025.07.18_22.16.00,-17.434908,14.6649,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,83,-1,,,,Orange_log.txt
2025.07.18_22.16.00,-17.434908,14.6649,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,83,-1,,,,Orange_log.txt
2025.07.18_22.16.10,-17.4349,14.664797,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,80,-1,,,,Orange_log.txt
2025.07.18_22.16.10,-17.4349,14.664797,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,80,-1,,,,Orange_log.txt
2025.07.18_22.16.13,-17.4349,14.664797,Orange,60801,8,23091,9000,3G,-24,,,,,10712,167,80,-1,,,,Orange_log.txt
2025.07.18_22.16.14,-17.4349,14.664797,Orange,60801,281,6,7000,4G,-164,,0.0,,-113.0,1464,278,80,-1,,,,Orange_log.txt
2025.07.18_22.16.19,-17.4349,14.664797,Orange,60801,281,6,7000,4G,-67,-9.0,0.0,7.0,-59.0,1464,278,80,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.19,-17.4349,14.664797,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,9.0,-59.0,1464,278,80,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.20,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.20,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-66,-10.0,0.0,6.0,-57.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.21,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-66,-10.0,0.0,6.0,-57.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.22,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,7.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.23,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,7.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.23,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,7.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.24,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-67,-9.0,0.0,6.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.25,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-67,-9.0,0.0,6.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.25,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-67,-9.0,0.0,6.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.26,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.27,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.28,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-70,-11.0,0.0,7.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.29,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-70,-11.0,0.0,7.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.30,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-69,-9.0,0.0,7.0,-61.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.31,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-69,-9.0,0.0,7.0,-61.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.32,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-11.0,0.0,7.0,-57.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.33,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-11.0,0.0,7.0,-57.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.34,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-69,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.35,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-69,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.35,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-69,-10.0,0.0,9.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.36,-17.43489,14.6647,Orange,60801,281,6,7000,4G,-68,-9.0,0.0,11.0,-59.0,1464,278,78,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.37,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-68,-9.0,0.0,11.0,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.37,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-68,-9.0,0.0,11.0,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.38,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-68,-9.0,0.0,11.0,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.38,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-70,-11.0,0.0,12.0,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.39,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-70,-11.0,0.0,12.0,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.40,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-70,-12.0,0.0,,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.41,-17.434872,14.664607,Orange,60801,281,6,7000,4G,-70,-12.0,0.0,,-59.0,1464,278,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.42,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-12.0,0.0,,-61.0,1464,120,71,-1,,,,Orange_log.txt
2025.07.18_22.16.43,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-12.0,0.0,,-61.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.44,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-13.0,0.0,11.0,-61.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.45,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-13.0,0.0,11.0,-61.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.46,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-15.0,0.0,9.0,-59.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.47,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-15.0,0.0,9.0,-59.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
2025.07.18_22.16.48,-17.434872,14.664607,Orange,60801,281,7,7000,4G,-74,-15.0,0.0,9.0,-59.0,1464,120,71,-1,0.0,L3,,Orange_log.txt
