Timestamp	Longitude	Latitude	Operatorname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	EventType	EventDetails	State
2025.07.18_22.19.10	-17.43479	14.663881	expresso	2	10222	3000	3G	-51	-2	-	-	-	CALL_END	608-03-3000-2-10222 VOICE SEQUENCE:3	V
2025.07.18_22.19.43	-17.434754	14.663512	expresso	2	10222	3000	3G	-63	-2	-	-	-		START PING	V
2025.07.18_22.19.45	-17.434754	14.663512	expresso	2	10222	3000	3G	-67	-2	-	-	-	CALL_END	608-03-3000-2-10222	D
2025.07.18_22.19.48	-17.434754	14.663512	expresso	2	10222	3000	3G	-67	-2	-	-	-		START UPLOAD	D
2025.07.18_22.20.01	-17.434738	14.663414	expresso	2	10222	3000	3G	-59	-2	-	-	-		START DOWNLOAD	D
2025.07.18_22.20.43	-17.434739	14.66304	expresso	2	10222	3000	3G	-69	-3	-	-	-	CALL_START	608-03-3000-2-10222 VOICE SEQUENCE:4	I
2025.07.18_22.21.23	-17.43464	14.662571	expresso	2	10171	3000	3G	-69	-3	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10222-10637-145:608-03-3000-2-10171-10637-145	V
2025.07.18_22.21.28	-17.43464	14.662571	expresso	2	10171	3000	3G	-61	-2	-	-	-	CALL_END	608-03-3000-2-10171 VOICE SEQUENCE:4	V
2025.07.18_22.22.01	-17.43464	14.662571	expresso	2	10171	3000	3G	-67	-2	-	-	-		START PING	V
2025.07.18_22.22.02	-17.43464	14.662571	expresso	2	10171	3000	3G	-73	-2	-	-	-	CALL_END	608-03-3000-2-10171	D
2025.07.18_22.22.05	-17.43464	14.662571	expresso	2	10171	3000	3G	-73	-2	-	-	-		START UPLOAD	D
2025.07.18_22.22.18	-17.434699	14.662501	expresso	2	10171	3000	3G	-71	-3	-	-	-		START DOWNLOAD	D
2025.07.18_22.22.34	-17.434793	14.662514	expresso	2	10171	3000	3G	-69	-6	-	-	-	HANDOVER_DATA_3G3G	608-03-3000-2-10171-10637-145:608-03-3000-2-10171-10637-27	I
2025.07.18_22.22.36	-17.434793	14.662514	expresso	2	40173	3000	3G	-73	-6	-	-	-	HANDOVER_DATA_3G3G	608-03-3000-2-10171-10637-27:608-03-3000-2-40173-2947-29	I
2025.07.18_22.22.40	-17.434793	14.662514	expresso	1022	5	4112	4G	-88	-8	9.0	-	-61	IRAT_HANDOVER_DATA_3G4G	608-03-3000-2-40173-2947-29:608-03-4112-1022-5-1673-486	D
2025.07.18_22.23.00	-17.434975	14.662561	expresso	1022	5	4112	4G	-91	-9	6.0	-	-65	CALL_START	608-03-4112-1022-5 VOICE SEQUENCE:5	I
2025.07.18_22.23.02	-17.434975	14.662561	expresso	2	10171	3000	3G	-67	-6	-	-	-	CSFB_4G3G	1762	V
2025.07.18_22.23.02	-17.434975	14.662561	expresso	2	10171	3000	3G	-67	-6	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1022-5-1673-486:608-03-3000-2-10171-10637-27	V
2025.07.18_22.23.34	-17.435345	14.662637	expresso	2	10222	3000	3G	-69	-4	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10171-10637-27:608-03-3000-2-10222-10637-27	V
2025.07.18_22.23.45	-17.435442	14.662657	expresso	2	10222	3000	3G	-73	-4	-	-	-	CALL_END	608-03-3000-2-10222 VOICE SEQUENCE:5	V
2025.07.18_22.24.19	-17.435619	14.662598	expresso	2	10222	3000	3G	-77	-3	-	-	-		START PING	V
2025.07.18_22.24.20	-17.435619	14.662598	expresso	2	10222	3000	3G	-79	-3	-	-	-	CALL_END	608-03-3000-2-10222	D
2025.07.18_22.24.23	-17.435686	14.662527	NO COVERAGE	0	-1		--	-200	-2	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.23	-17.435686	14.662527		1022	2	4112	4G	-79	-2	-	-	-55	IN_COVERAGE		I
2025.07.18_22.24.23	-17.435686	14.662527		1022	2	4112	4G	-85	-12	4.0	-	-55	IRAT_HANDOVER_DATA_3G4G	608-03-3000-2-10222-10637-27:608-03-4112-1022-2-6200-486	I
2025.07.18_22.24.24	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.24	-17.435686	14.662527		1022	2	4112	4G	-85	-12	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.25	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.25	-17.435686	14.662527		1022	2	4112	4G	-85	-12	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.26	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.26	-17.435686	14.662527		1022	2	4112	4G	-86	-10	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.27	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.27	-17.435686	14.662527		1022	2	4112	4G	-86	-10	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.28	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.28	-17.435686	14.662527		1022	2	4112	4G	-88	-13	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.29	-17.435686	14.662527	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.29	-17.435686	14.662527		1022	2	4112	4G	-88	-13	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.30	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.30	-17.435716	14.662437		1022	2	4112	4G	-85	-13	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.31	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.31	-17.435716	14.662437		1022	2	4112	4G	-85	-13	4.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.32	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.32	-17.435716	14.662437		1022	2	4112	4G	-87	-13	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.33	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.33	-17.435716	14.662437		1022	2	4112	4G	-87	-13	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.34	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.34	-17.435716	14.662437		1022	2	4112	4G	-87	-11	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.35	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.35	-17.435716	14.662437		1022	2	4112	4G	-87	-11	4.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.36	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.36	-17.435716	14.662437		1022	2	4112	4G	-86	-10	3.0	-	-59	IN_COVERAGE		I
2025.07.18_22.24.37	-17.435716	14.662437	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.37	-17.435716	14.662437		1022	2	4112	4G	-86	-10	3.0	-	-59	IN_COVERAGE		I
2025.07.18_22.24.38	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.38	-17.435747	14.662351		1022	2	4112	4G	-87	-12	3.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.39	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.39	-17.435747	14.662351		1022	2	4112	4G	-87	-12	3.0	-	-57	IN_COVERAGE		I
2025.07.18_22.24.40	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.40	-17.435747	14.662351		1022	2	4112	4G	-85	-12	3.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.41	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.41	-17.435747	14.662351		1022	2	4112	4G	-85	-12	3.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.41	-17.435747	14.662351		1022	2	4112	4G	-85	-12	3.0	-	-55		START UPLOAD	I
2025.07.18_22.24.42	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.42	-17.435747	14.662351		1022	2	4112	4G	-91	-15	2.0	-	-59	IN_COVERAGE		I
2025.07.18_22.24.43	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-15	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.43	-17.435747	14.662351		1022	2	4112	4G	-91	-15	2.0	-	-59	IN_COVERAGE		I
2025.07.18_22.24.44	-17.435747	14.662351	NO COVERAGE		-1		--	-200	-15	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.44	-17.435747	14.662351		1022	2	4112	4G	-89	-15	2.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.45	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-15	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.45	-17.435771	14.66226		1022	2	4112	4G	-89	-15	2.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.46	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-15	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.46	-17.435771	14.66226		1022	2	4112	4G	-87	-13	2.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.47	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.47	-17.435771	14.66226		1022	2	4112	4G	-87	-13	2.0	-	-55	IN_COVERAGE		I
2025.07.18_22.24.48	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.48	-17.435771	14.66226		1022	2	4112	4G	-83	-12	1.0	-	-53	IN_COVERAGE		I
2025.07.18_22.24.49	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.49	-17.435771	14.66226		1022	2	4112	4G	-83	-12	1.0	-	-53	IN_COVERAGE		I
2025.07.18_22.24.50	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.50	-17.435771	14.66226		1022	2	4112	4G	-81	-11	1.0	-	-53	IN_COVERAGE		I
2025.07.18_22.24.51	-17.435771	14.66226	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.24.51	-17.435771	14.66226		1022	2	4112	4G	-81	-11	1.0	-	-53	IN_COVERAGE		I
2025.07.18_22.24.54	-17.435793	14.66216	expresso	1022	5	4112	4G	-90	-8	4.0	-	-65	HANDOVER_DATA_4G4G	608-03-4112-1022-2-6200-486:608-03-4112-1022-5-1673-486	D
2025.07.18_22.24.54	-17.435793	14.66216	expresso	1022	5	4112	4G	-90	-8	4.0	-	-65		START DOWNLOAD	D
2025.07.18_22.25.36	-17.435891	14.661686	expresso	1022	5	4112	4G	-91	-7	9.0	-	-67	CALL_START	608-03-4112-1022-5 VOICE SEQUENCE:6	I
2025.07.18_22.25.38	-17.435891	14.661686	expresso	2	10177	3000	3G	-85	-6	-	-	-	CSFB_4G3G	2011	VD
2025.07.18_22.25.38	-17.435891	14.661686	expresso	2	10177	3000	3G	-85	-6	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1022-5-1673-486:608-03-3000-2-10177-10687-27	VD
2025.07.18_22.25.39	-17.435891	14.661686	expresso	2	10179	3000	3G	-69	-6	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10177-10687-27:608-03-3000-2-10179-10687-27	VD
2025.07.18_22.25.40	-17.435891	14.661686	expresso	2	10177	3000	3G	-69	-6	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10179-10687-27:608-03-3000-2-10177-10687-27	VD
2025.07.18_22.26.21	-17.436012	14.66122	expresso	2	10177	3000	3G	-77	-3	-	-	-	CALL_END	608-03-3000-2-10177 VOICE SEQUENCE:6	V
2025.07.18_22.26.54	-17.435966	14.660858	expresso	2	10177	3000	3G	-73	-2	-	-	-		START PING	V
2025.07.18_22.26.56	-17.435966	14.660858	expresso	2	10177	3000	3G	-73	-2	-	-	-	CALL_END	608-03-3000-2-10177	I
2025.07.18_22.26.56	-17.435966	14.660858	expresso	2	10177	3000	3G	-73	-2	-	-	-		START UPLOAD	I
2025.07.18_22.26.57	-17.435966	14.660858	expresso	1207	1	4112	4G	-93	-12	7.0	-	-61	IRAT_CELL_RESELECTION_3G4G	608-03-3000-2-10177-10687-27:608-03-4112-1207-1-6200-340	D
2025.07.18_22.27.09	-17.436001	14.66067	expresso	1207	1	4112	4G	-92	-11	0.0	-	-65		START DOWNLOAD	D
2025.07.18_22.27.36	-17.436069	14.660394	expresso	1171	3	4112	4G	-95	-8	2.0	-	-69	HANDOVER_DATA_4G4G	608-03-4112-1207-1-6200-340:608-03-4112-1171-3-6200-328	D
2025.07.18_22.27.41	-17.436076	14.660301	expresso	1022	2	4112	4G	-98	-19	1.0	-	-61	CELL_RESELECTION_4G4G	608-03-4112-1171-3-6200-328:608-03-4112-1022-2-6200-486	I
2025.07.18_22.27.43	-17.436076	14.660301	expresso	1022	5	4112	4G	-104	-15	-1.0	-	-69	CELL_RESELECTION_4G4G	608-03-4112-1022-2-6200-486:608-03-4112-1022-5-1673-486	I
2025.07.18_22.27.52	-17.436081	14.660206	expresso	1022	5	4112	4G	-105	-13	-3.0	-	-75	CALL_START	608-03-4112-1022-5 VOICE SEQUENCE:7	I
2025.07.18_22.27.53	-17.436132	14.660125	expresso	1171	5	4112	4G	-95	-10	-3.0	-	-67	HANDOVER_VOICE_4G4G	608-03-4112-1022-5-1673-486:608-03-4112-1171-5-1673-329	VD
2025.07.18_22.27.55	-17.436132	14.660125	expresso	551	195	3000	4G	-95	-10	-3.0	-	-67	HANDOVER_VOICE_4G4G	608-03-4112-1171-5-1673-329:608-03-3000-551-195-10687-29	V
2025.07.18_22.27.56	-17.436132	14.660125	expresso	2	10177	3000	3G	-73	-12	-	-	-	CSFB_4G3G	4123	VD
2025.07.18_22.27.56	-17.436132	14.660125	expresso	2	10177	3000	3G	-73	-12	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-3000-551-195-10687-29:608-03-3000-2-10177-10687-29	VD
2025.07.18_22.27.58	-17.436132	14.660125	expresso	2	10179	3000	3G	-69	-11	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10177-10687-29:608-03-3000-2-10179-10687-29	VD
2025.07.18_22.28.37	-17.436225	14.66011	expresso	2	10179	3000	3G	-69	-4	-	-	-	CALL_END	608-03-3000-2-10179 VOICE SEQUENCE:7	V
2025.07.18_22.29.10	-17.436215	14.659649	expresso	2	10179	3000	3G	-61	-4	-	-	-		START PING	V
2025.07.18_22.29.12	-17.436215	14.659649	expresso	2	10179	3000	3G	-61	-4	-	-	-		START UPLOAD	V
2025.07.18_22.29.14	-17.436215	14.659649	expresso	2	10179	3000	3G	-69	-4	-	-	-	CALL_END	608-03-3000-2-10179	I
2025.07.18_22.29.17	-17.436297	14.659601	NO COVERAGE	0	-1		--	-200	-3	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.17	-17.436297	14.659601		1207	4	4112	4G	-61	-3	-	-	-61	IN_COVERAGE		I
2025.07.18_22.29.17	-17.436297	14.659601		1207	4	4112	4G	-89	-9	9.0	-	-61	IRAT_CELL_RESELECTION_3G4G	608-03-3000-2-10179-10687-29:608-03-4112-1207-4-1673-340	I
2025.07.18_22.29.18	-17.436297	14.659601	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.18	-17.436297	14.659601		1207	4	4112	4G	-89	-9	9.0	-	-61	IN_COVERAGE		I
2025.07.18_22.29.19	-17.436297	14.659601	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.19	-17.436297	14.659601		1207	4	4112	4G	-90	-8	9.0	-	-65	IN_COVERAGE		I
2025.07.18_22.29.20	-17.436297	14.659601	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.20	-17.436297	14.659601		1207	4	4112	4G	-90	-8	8.0	-	-65	IN_COVERAGE		I
2025.07.18_22.29.21	-17.436297	14.659601	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.21	-17.436297	14.659601		1207	4	4112	4G	-88	-7	8.0	-	-63	IN_COVERAGE		I
2025.07.18_22.29.22	-17.436297	14.659601	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.22	-17.436297	14.659601		1207	4	4112	4G	-88	-7	8.0	-	-63	IN_COVERAGE		I
2025.07.18_22.29.23	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.23	-17.436362	14.659537		1207	4	4112	4G	-94	-8	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.24	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.24	-17.436362	14.659537		1207	4	4112	4G	-94	-8	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.25	-17.436362	14.659537		1207	4	4112	4G	-94	-8	8.0	-	-67		START DOWNLOAD	I
2025.07.18_22.29.25	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.25	-17.436362	14.659537		1207	4	4112	4G	-93	-6	8.0	-	-69	IN_COVERAGE		I
2025.07.18_22.29.26	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.26	-17.436362	14.659537		1207	4	4112	4G	-93	-6	8.0	-	-69	IN_COVERAGE		I
2025.07.18_22.29.27	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.27	-17.436362	14.659537		1207	4	4112	4G	-95	-10	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.28	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.28	-17.436362	14.659537		1207	4	4112	4G	-95	-10	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.29	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.29	-17.436362	14.659537		1207	4	4112	4G	-95	-11	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.30	-17.436362	14.659537	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.30	-17.436362	14.659537		1207	4	4112	4G	-95	-11	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.31	-17.43645	14.659501	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.31	-17.43645	14.659501		1207	4	4112	4G	-92	-8	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.32	-17.43645	14.659501	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.32	-17.43645	14.659501		1207	4	4112	4G	-92	-8	8.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.33	-17.43645	14.659501	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.33	-17.43645	14.659501		1207	4	4112	4G	-95	-10	7.0	-	-67	IN_COVERAGE		I
2025.07.18_22.29.34	-17.43645	14.659501	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.29.34	-17.43645	14.659501		1207	4	4112	4G	-95	-10	7.0	-	-67	IN_COVERAGE		I
2025.07.18_22.30.04	-17.436712	14.659521	expresso	1171	3	4112	4G	-96	-16	2.0	-	-61	CELL_RESELECTION_4G4G	608-03-4112-1207-4-1673-340:608-03-4112-1171-3-6200-328	I
2025.07.18_22.30.07	-17.436814	14.659516	expresso	1171	3	4112	4G	-94	-13	0.0	-	-63	CALL_START	608-03-4112-1171-3 VOICE SEQUENCE:8	I
2025.07.18_22.30.07	-17.436814	14.659516	expresso	1207	4	4112	4G	-101	-11	0.0	-	-73	CELL_RESELECTION_4G4G	608-03-4112-1171-3-6200-328:608-03-4112-1207-4-1673-340	I
2025.07.18_22.30.09	-17.436814	14.659516	expresso	2	10179	3000	3G	-61	-4	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1207-4-1673-340:608-03-3000-2-10179-10687-29	VD
2025.07.18_22.30.09	-17.436814	14.659516	expresso	2	10179	3000	3G	-61	-4	-	-	-	CSFB_4G3G	2334	VD
2025.07.18_22.30.52	-17.43728	14.659512	expresso	2	10179	3000	3G	-61	-3	-	-	-	CALL_END	608-03-3000-2-10179 VOICE SEQUENCE:8	V
2025.07.18_22.31.25	-17.437676	14.659508	expresso	2	10179	3000	3G	-65	-3	-	-	-		START PING	V
2025.07.18_22.31.27	-17.437676	14.659508	expresso	2	10179	3000	3G	-69	-3	-	-	-	CALL_END	608-03-3000-2-10179	I
2025.07.18_22.31.27	-17.437676	14.659508	expresso	2	10179	3000	3G	-69	-3	-	-	-		START UPLOAD	I
2025.07.18_22.31.30	-17.437676	14.659508	NO COVERAGE	0	-1		--	-200	-3	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.30	-17.437676	14.659508		2	10179	3000	3G	-113	-3	-	-	-	IN_COVERAGE		I
2025.07.18_22.31.31	-17.437676	14.659508	NO COVERAGE	0	-1		--	-200	-3	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.31	-17.437676	14.659508		1022	5	4112	4G	-113	-3	-	-	-67	IN_COVERAGE		I
2025.07.18_22.31.31	-17.437676	14.659508		1022	5	4112	4G	-93	-8	2.0	-	-67	IRAT_CELL_RESELECTION_3G4G	608-03-3000-2-10179-10687-29:608-03-4112-1022-5-1673-486	I
2025.07.18_22.31.32	-17.437676	14.659508	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.32	-17.437676	14.659508		1022	5	4112	4G	-93	-8	2.0	-	-67	IN_COVERAGE		I
2025.07.18_22.31.33	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.33	-17.437777	14.659511		1022	5	4112	4G	-89	-8	2.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.34	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.34	-17.437777	14.659511		1022	5	4112	4G	-89	-8	2.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.35	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.35	-17.437777	14.659511		1022	5	4112	4G	-98	-13	3.0	-	-67	IN_COVERAGE		I
2025.07.18_22.31.36	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.36	-17.437777	14.659511		1022	5	4112	4G	-98	-13	1.0	-	-67	IN_COVERAGE		I
2025.07.18_22.31.37	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-13	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.37	-17.437777	14.659511		1171	5	4112	4G	-91	-10	1.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.37	-17.437777	14.659511		1171	5	4112	4G	-91	-10	1.0	-	-63	CELL_RESELECTION_4G4G	608-03-4112-1022-5-1673-486:608-03-4112-1171-5-1673-329	I
2025.07.18_22.31.38	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.38	-17.437777	14.659511		1171	5	4112	4G	-91	-10	1.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.39	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.39	-17.437777	14.659511		1171	5	4112	4G	-99	-12	1.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.40	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.40	-17.437777	14.659511		1171	5	4112	4G	-99	-12	1.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.40	-17.437777	14.659511		1171	5	4112	4G	-99	-12	1.0	-	-69		START DOWNLOAD	I
2025.07.18_22.31.41	-17.437777	14.659511	NO COVERAGE		-1		--	-200	-12	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.41	-17.437777	14.659511		1171	5	4112	4G	-94	-8	1.0	-	-67	IN_COVERAGE		I
